year,month,lat,lon,c_maize,c_beans,c_oil,c_salt,c_food_price_index,inflation_maize,inflation_beans,trust_maize,trust_beans,data_coverage,data_coverage_recent,index_confidence_score,mkt_name_Gulu,mkt_name_Hoima,mkt_name_Jinja,mkt_name_Lira,mkt_name_Market Average,mkt_name_Mbarara,log_c_maize,log_c_beans
-1.4682315828111336,0.7468289025457661,-0.5630206378485483,1.454330517555298,570.93,1478.46,-1.3359214235896333,-1.1543071847274304,-1.427775954984788,0.167127343353856,0.7867515384083446,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.349016606268668,7.299432435313916
-1.4682315828111336,1.037673161622995,-0.5630206378485483,1.454330517555298,553.41,1651.17,-1.315963036780893,-1.450192710256487,-1.427775954984788,0.12495659282960521,1.4156910333126604,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.317904485231057,7.409844854355516
-1.4682315828111336,1.3285174207002242,-0.5630206378485483,1.454330517555298,624.35,1516.1,-1.1120884405847704,-1.1958482785660658,-1.3524438498560014,0.3946902612771717,1.4562426188489588,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.438311492994916,7.324555896754047
-1.4682315828111336,1.619361679777453,-0.5630206378485483,1.454330517555298,624.02,1501.74,-1.1514526204306736,-1.1668296415862762,-1.3524438498560014,0.396546835199623,1.4632611624994722,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.4377836492244125,7.315045387430319
-1.2921631612951643,-1.5799251700720662,-0.5630206378485483,1.454330517555298,638.9,1571.26,-1.048585664575723,-1.0426769325619354,-1.314777797291608,0.13609603636431292,1.3981446741863781,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.461311914145415,7.360269353715041
-1.2921631612951643,-1.2890809109948371,-0.5630206378485483,1.454330517555298,513.16,1554.05,-1.1458031617541928,-1.1390135787515958,-1.3901099024203947,-0.14265527684944562,1.3357576195151497,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.242534501063031,7.349262978437231
-1.2921631612951643,-0.9982366519176081,-0.5630206378485483,1.454330517555298,630.7,1571.86,-1.1019532207037195,-1.0395920684505708,-1.3524438498560014,0.1994847745737214,1.1450871836762098,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.448414597904655,7.360650897190189
-1.2921631612951643,-0.7073923928403791,-0.5630206378485483,1.454330517555298,500.26,1613.17,-0.8103397357874795,-0.43216141058985064,-1.2394456921628219,-0.5073394401880926,0.767645502915281,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.2171249285464665,7.386576171659954
-1.2921631612951643,-0.4165481337631501,-0.5630206378485483,1.454330517555298,594.09,1799.33,-0.5215347274514927,-0.05732427814280973,-1.013449376776462,-0.056722426724557164,1.26869153574358,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.388712654611115,7.495725260414088
-1.2921631612951643,-0.12570387468592106,-0.5630206378485483,1.454330517555298,701.26,1782.86,-0.5073038125575731,-0.00305158411574478,-0.9381172716476756,0.5668211863730133,1.8290052705095454,-1.2129124454254296,-1.216579655763545,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,0,6.5543037058260065,7.4865348347242815
